xmin_val,ymin,xmax_val,ymax,confidence,class,name,image_name
254.1815185546875,912.326171875,782.5294189453125,1020.0540771484375,0.5757172107696533,73,book,@lobelia4cosmetics_10381.jpg
591.4878540039062,481.116455078125,765.7171630859375,928.6650390625,0.33036237955093384,0,person,@lobelia4cosmetics_10381.jpg
197.35997009277344,60.41012954711914,442.4510498046875,606.669921875,0.2715121805667877,41,cup,@lobelia4cosmetics_10163.jpg
407.9164123535156,996.9786987304688,495.4078063964844,1088.5284423828125,0.6799458861351013,47,apple,@lobelia4cosmetics_10515.jpg
355.3564147949219,31.49407958984375,912.6864013671875,1239.177734375,0.3557415306568146,39,bottle,@lobelia4cosmetics_10515.jpg
579.8353881835938,1054.49853515625,676.6184692382812,1108.60205078125,0.3082267642021179,47,apple,@lobelia4cosmetics_10515.jpg
437.2218322753906,150.15939331054688,629.9091186523438,767.852294921875,0.691132128238678,39,bottle,@lobelia4cosmetics_10296.jpg
747.975830078125,1113.962646484375,865.1151123046875,1240.867919921875,0.4806668758392334,49,orange,@lobelia4cosmetics_10344.jpg
754.263427734375,668.3413696289062,955.14208984375,1114.052734375,0.43391504883766174,46,banana,@lobelia4cosmetics_10344.jpg
812.010498046875,281.32513427734375,911.4681396484375,373.87884521484375,0.263130247592926,49,orange,@lobelia4cosmetics_10344.jpg
648.3727416992188,458.7699279785156,882.5861206054688,1030.5274658203125,0.8040456771850586,39,bottle,@lobelia4cosmetics_10462.jpg
464.503173828125,464.3956298828125,652.965576171875,979.2042236328125,0.549834668636322,39,bottle,@lobelia4cosmetics_10462.jpg
386.62908935546875,569.1508178710938,798.9673461914062,1072.493408203125,0.854438304901123,0,person,@lobelia4cosmetics_10060.jpg
554.8015747070312,1093.960693359375,708.7998657226562,1203.805419921875,0.3940378725528717,45,bowl,@lobelia4cosmetics_10566.jpg
701.9583129882812,1096.47900390625,872.8865356445312,1209.652099609375,0.26732584834098816,45,bowl,@lobelia4cosmetics_10566.jpg
668.3721313476562,35.9232177734375,1169.4083251953125,1266.3499755859375,0.2511266767978668,39,bottle,@lobelia4cosmetics_10566.jpg
239.710205078125,600.8671875,376.7433166503906,748.3575439453125,0.8378164768218994,0,person,@lobelia4cosmetics_10149.jpg
350.3947448730469,557.0368041992188,450.9752502441406,739.51171875,0.7830290198326111,0,person,@lobelia4cosmetics_10149.jpg
600.7886352539062,674.3300170898438,675.9204711914062,815.2403564453125,0.6470131278038025,0,person,@lobelia4cosmetics_10149.jpg
429.72711181640625,549.2470092773438,537.6968383789062,852.2767333984375,0.5852726697921753,0,person,@lobelia4cosmetics_10149.jpg
558.6705322265625,704.565673828125,631.7745361328125,838.0423583984375,0.5805143117904663,0,person,@lobelia4cosmetics_10149.jpg
538.3593139648438,306.54058837890625,790.3651123046875,858.1945190429688,0.5529302358627319,39,bottle,@lobelia4cosmetics_10149.jpg
545.0919189453125,674.1668701171875,583.3485107421875,789.676513671875,0.39749643206596375,0,person,@lobelia4cosmetics_10149.jpg
543.741455078125,681.1820678710938,603.9884033203125,830.8421630859375,0.3014286756515503,0,person,@lobelia4cosmetics_10149.jpg
59.966156005859375,436.4281921386719,980.326416015625,947.787841796875,0.2690039575099945,73,book,@lobelia4cosmetics_10105.jpg
70.5725326538086,352.022705078125,247.67674255371094,941.1607666015625,0.261820912361145,73,book,@lobelia4cosmetics_10206.jpg
254.1815185546875,912.326171875,782.5294189453125,1020.0540771484375,0.5757172107696533,73,book,@lobelia4cosmetics_10100.jpg
591.4878540039062,481.116455078125,765.7171630859375,928.6650390625,0.33036237955093384,0,person,@lobelia4cosmetics_10100.jpg
103.48158264160156,86.2765884399414,219.12559509277344,282.19329833984375,0.7039795517921448,39,bottle,@lobelia4cosmetics_10526.jpg
236.60765075683594,132.268798828125,274.60906982421875,263.3865051269531,0.6429873108863831,39,bottle,@lobelia4cosmetics_10526.jpg
208.6923370361328,117.73875427246094,249.56919860839844,273.389404296875,0.5827031135559082,39,bottle,@lobelia4cosmetics_10526.jpg
262.9370422363281,143.52964782714844,302.1852722167969,257.1151123046875,0.5201701521873474,39,bottle,@lobelia4cosmetics_10526.jpg
22.772903442382812,149.85137939453125,57.97297668457031,257.20849609375,0.47394508123397827,61,toilet,@lobelia4cosmetics_10526.jpg
35.411685943603516,143.18385314941406,80.00350952148438,262.056884765625,0.3506025969982147,61,toilet,@lobelia4cosmetics_10526.jpg
73.66665649414062,110.27616119384766,107.55976867675781,268.12139892578125,0.2742764353752136,28,suitcase,@lobelia4cosmetics_10526.jpg
71.7776107788086,245.878173828125,149.46827697753906,308.44720458984375,0.64676833152771,41,cup,@lobelia4cosmetics_10247.jpg
111.96923828125,338.4818420410156,188.54177856445312,380.4745178222656,0.37929922342300415,47,apple,@lobelia4cosmetics_10108.jpg
531.03466796875,726.901123046875,726.3992919921875,1147.414306640625,0.3579065799713135,49,orange,@lobelia4cosmetics_10108.jpg
0.0,17.54021644592285,447.21746826171875,457.94427490234375,0.25381606817245483,55,cake,@lobelia4cosmetics_10073.jpg
588.6694946289062,433.45361328125,794.7195434570312,892.057861328125,0.6061647534370422,27,tie,@lobelia4cosmetics_10276.jpg
415.2808837890625,360.5417785644531,595.5592041015625,851.6490478515625,0.36917024850845337,27,tie,@lobelia4cosmetics_10276.jpg
718.6907958984375,402.6542663574219,942.20654296875,824.3515625,0.28996187448501587,27,tie,@lobelia4cosmetics_10276.jpg
384.0095520019531,18.15972900390625,896.508056640625,1230.740966796875,0.45766493678092957,39,bottle,@lobelia4cosmetics_10173.jpg
254.1815185546875,912.326171875,782.5294189453125,1020.0540771484375,0.5757172107696533,73,book,@lobelia4cosmetics_10599.jpg
591.4878540039062,481.116455078125,765.7171630859375,928.6650390625,0.33036237955093384,0,person,@lobelia4cosmetics_10599.jpg
103.48158264160156,86.2765884399414,219.12559509277344,282.19329833984375,0.7039795517921448,39,bottle,@lobelia4cosmetics_10070.jpg
236.60765075683594,132.268798828125,274.60906982421875,263.3865051269531,0.6429873108863831,39,bottle,@lobelia4cosmetics_10070.jpg
208.6923370361328,117.73875427246094,249.56919860839844,273.389404296875,0.5827031135559082,39,bottle,@lobelia4cosmetics_10070.jpg
262.9370422363281,143.52964782714844,302.1852722167969,257.1151123046875,0.5201701521873474,39,bottle,@lobelia4cosmetics_10070.jpg
22.772903442382812,149.85137939453125,57.97297668457031,257.20849609375,0.47394508123397827,61,toilet,@lobelia4cosmetics_10070.jpg
35.411685943603516,143.18385314941406,80.00350952148438,262.056884765625,0.3506025969982147,61,toilet,@lobelia4cosmetics_10070.jpg
73.66665649414062,110.27616119384766,107.55976867675781,268.12139892578125,0.2742764353752136,28,suitcase,@lobelia4cosmetics_10070.jpg
99.79318237304688,210.9107666015625,174.3232879638672,295.327880859375,0.5486264824867249,41,cup,@lobelia4cosmetics_10079.jpg
139.8972930908203,684.3833618164062,274.71856689453125,804.1173706054688,0.6510674953460693,49,orange,@lobelia4cosmetics_10551.jpg
655.1359252929688,846.80224609375,794.0830688476562,986.809326171875,0.5934785008430481,47,apple,@lobelia4cosmetics_10551.jpg
462.39447021484375,858.9532470703125,607.9036254882812,987.843994140625,0.5459608435630798,49,orange,@lobelia4cosmetics_10551.jpg
862.9048461914062,685.5618286132812,956.8357543945312,800.8842163085938,0.5089899301528931,49,orange,@lobelia4cosmetics_10551.jpg
